segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels
SEG-00718,"Hamburg, Germany",Ward F,53.488006,10.058915,CAT-074,75.66,SRTM_1arc,Residential,,2.91,,GratedInlet,ERA5,54.6,2,sparse_drainage
SEG-00719,"Bogotá, Colombia",Borough Central,4.713893,-73.922619,CAT-094,33.56,SRTM_1arc,Industrial,A,3.75,43.6,CurbInlet,ERA5,24.5,5,monitor
SEG-00720,"Tokyo, Japan",Borough Delta,35.760767,139.54114,CAT-034,-3,Copernicus_GLO-30_v2023,Residential,C,3.91,47.1,GratedInlet,IMD,31.7,2,ponding_hotspot|low_lying
SEG-00721,"Rome, Italy",Zone I,41.75963,12.596604,CAT-069,96.37,SRTM_1arc,Residential,C,4.04,62.4,OpenChannel,LocalGauge,25,5,monitor
SEG-00722,"Mexico City, Mexico",District 10,19.407587,-99.154693,CAT-070,22.5,SRTM_3arc,Residential,B,5.04,60.5,CurbInlet,ERA5,27.7,5,monitor
SEG-00723,"Dubai, UAE",Zone X,25.295387,55.321834,CAT-025,76.78,Copernicus_GLO-30_v2023,Institutional,B,,72.2,OpenChannel,ERA5,25.2,2,monitor
SEG-00724,"Manila, Philippines",District 19,14.59167,121.025053,CAT-112,19.84,SRTM_3arc,Water,D,6.36,146.5,Manhole,ERA5,41.6,10,monitor
SEG-00725,"Hanoi, Vietnam",Sector 27,21.090787,105.771564,CAT-045,64.4,Copernicus_EEA-10_v5,Residential,A,6.23,275.4,None,ERA5,55.7,10,monitor
SEG-00726,"Ahmedabad, India",Ward H,23.057006,72.535381,CAT-074,16.18,Copernicus_EEA-10_v5,Mixed,C,9.14,16.9,CurbInlet,Blended,29.2,2,monitor
SEG-00727,"Lagos, Nigeria",District 26,6.642788,3.411478,CAT-093,1.38,SRTM_1arc,Residential,D,6.64,37.9,GratedInlet,IMD,85.9,25,ponding_hotspot|extreme_rain_history|low_lying|event_2023-11-14
SEG-00728,"San Francisco, USA",District 24,37.871157,-122.41986,CAT-171,112.09,SRTM_1arc,Residential,C,5.8,99.6,CurbInlet,,32,50,monitor
SEG-00729,"New Orleans, USA",Sector 10,29.89275,-90.028087,CAT-075,13.95,Copernicus_EEA-10_v5,Institutional,B,,162.8,GratedInlet,IMD,33.3,100,monitor
SEG-00730,"Brisbane, Australia",District 12,-27.401379,153.077346,CAT-143,18.93,Copernicus_GLO-30_v2023,Residential,C,8.49,37.1,CurbInlet,Blended,74.4,25,monitor
SEG-00731,"Montreal, Canada",District 8,45.432819,-73.499733,CAT-055,7.3,SRTM_3arc,Residential,C,4.99,154.3,CurbInlet,ERA5,14.6,2,low_lying
SEG-00732,"Washington DC, USA",District 4,38.88906,-77.116066,CAT-042,47.84,SRTM_3arc,Residential,B,6.79,87.4,Manhole,LocalGauge,73.5,100,monitor
SEG-00733,"Rome, Italy",Sector 25,41.961757,12.571678,CAT-004,47.48,Copernicus_GLO-30_v2023,Commercial,C,,6.8,CurbInlet,ERA5,15.9,10,monitor
SEG-00734,"Mexico City, Mexico",District 3,19.323463,-99.125343,CAT-168,15.12,SRTM_1arc,Residential,D,4.76,15.7,Manhole,LocalGauge,61,5,monitor
SEG-00735,"Hong Kong, China",Sector 13,22.422942,114.221116,CAT-056,6.29,SRTM_3arc,Industrial,B,8.96,32.3,Manhole,,52.6,50,low_lying
SEG-00736,"Hanoi, Vietnam",Ward A,21.079542,105.87533,CAT-050,51.62,Copernicus_EEA-10_v5,Mixed,D,,50.8,CurbInlet,,47.6,5,monitor
SEG-00737,"Hamburg, Germany",Ward B,53.48909,10.084538,CAT-121,6.02,SRTM_1arc,Industrial,,7.68,32.2,GratedInlet,ERA5,32,2,low_lying
SEG-00738,"Houston, USA",District 27,29.811292,-95.302753,CAT-112,55.01,SRTM_3arc,Green,A,,261.5,OpenChannel,LocalGauge,32.6,100,monitor
SEG-00739,"New Orleans, USA",Zone V,29.847539,-90.141894,CAT-091,11.7,Copernicus_GLO-90_v2022,Residential,D,4.35,,GratedInlet,,38.4,5,monitor
SEG-00740,"Miami, USA",Zone I,25.890284,-80.167954,CAT-176,4.3,Copernicus_GLO-30_v2023,Mixed,,,354.4,OpenChannel,ERA5,54.2,100,low_lying
SEG-00741,"Barcelona, Spain",Ward K,41.320303,2.085204,CAT-077,,SRTM_1arc,Roads,B,8.45,157.1,CurbInlet,,38.3,10,monitor
SEG-00742,"Cape Town, South Africa",District 3,-33.885279,18.446892,CAT-124,-3,SRTM_1arc,Residential,B,5.99,128.4,CurbInlet,ERA5,17.4,25,low_lying
SEG-00743,"Delhi, India",Sector 1,28.628947,77.212775,CAT-115,89.56,Copernicus_EEA-10_v5,Institutional,C,3.31,235.3,Manhole,LocalGauge,49.1,2,monitor
SEG-00744,"Washington DC, USA",Sector 30,38.991091,-77.055597,CAT-173,,Copernicus_GLO-30_v2023,Roads,D,,128.7,CurbInlet,IMD,39.9,10,monitor
SEG-00745,"Colombo, Sri Lanka",Borough Hillside,7.003586,79.894333,CAT-160,,SRTM_3arc,Mixed,D,9.43,356.6,OpenChannel,ERA5,129.3,100,ponding_hotspot|extreme_rain_history|event_2024-03-15
SEG-00746,"Colombo, Sri Lanka",Ward H,7.008992,79.798521,CAT-149,6.59,Copernicus_EEA-10_v5,Roads,A,9.16,78.1,CurbInlet,Blended,71.6,10,low_lying
SEG-00747,"Colombo, Sri Lanka",District 29,6.945088,79.775974,CAT-055,8.48,Copernicus_GLO-90_v2022,Green,D,3.42,,CurbInlet,ERA5,63.3,5,monitor
SEG-00748,"Rotterdam, Netherlands",Zone X,51.858138,4.399197,CAT-027,9.04,Copernicus_GLO-30_v2023,Residential,B,8.49,27.4,CurbInlet,,35.1,5,monitor
SEG-00749,"Cape Town, South Africa",District 5,-33.940071,18.372848,CAT-097,23.8,Copernicus_GLO-30_v2023,Green,B,4.35,274.4,CurbInlet,Blended,55.7,10,monitor
SEG-00750,"Vancouver, Canada",Zone VI,49.28578,-123.149075,CAT-098,15.56,Copernicus_GLO-30_v2023,Commercial,,5.68,,Manhole,ERA5,53.1,10,monitor
SEG-00751,"Hamburg, Germany",District 30,53.537167,10.10649,CAT-098,79.62,SRTM_3arc,Green,A,2.96,184.6,OpenChannel,Blended,32.1,10,sparse_drainage|event_2022-07-18
SEG-00752,"Rome, Italy",District 7,41.890968,12.557779,CAT-058,46.83,Copernicus_EEA-10_v5,Roads,D,10.45,51.5,Manhole,LocalGauge,63.4,25,monitor
SEG-00753,"Montreal, Canada",Borough South,45.483509,-73.597431,CAT-036,51.85,SRTM_1arc,Roads,C,7.32,36.9,Manhole,ERA5,29.1,5,monitor
SEG-00754,"Delhi, India",Sector 17,28.538543,77.194478,CAT-100,35.82,SRTM_3arc,Residential,D,7.58,157.6,CurbInlet,ERA5,74.5,5,monitor
SEG-00755,"Durban, South Africa",Ward C,-29.771723,30.974719,CAT-058,72.82,SRTM_1arc,Commercial,C,7.08,75.6,Manhole,ERA5,26.5,2,monitor
SEG-00756,"Kuala Lumpur, Malaysia",Ward I,3.129055,101.770517,CAT-014,9.86,SRTM_1arc,Roads,,10.19,60.5,GratedInlet,ERA5,87.8,50,extreme_rain_history|event_2024-07-25
SEG-00757,"Brisbane, Australia",Zone VII,-27.507908,153.011252,CAT-108,10.72,Copernicus_EEA-10_v5,Residential,B,7.99,163.6,CurbInlet,LocalGauge,27.6,2,monitor
SEG-00758,"Manila, Philippines",Zone I,14.506927,121.040289,CAT-173,23.56,SRTM_1arc,Green,C,4.46,369.8,OpenChannel,ERA5,95.9,10,extreme_rain_history
SEG-00759,"Hamburg, Germany",Sector 2,53.458456,10.003259,CAT-138,42.17,Copernicus_GLO-90_v2022,Commercial,C,5.94,56.6,GratedInlet,ERA5,37.8,10,monitor
SEG-00760,"Shenzhen, China",Sector 9,22.606117,114.095235,CAT-117,1.72,Copernicus_GLO-30_v2023,Commercial,B,5.97,24.2,Manhole,LocalGauge,69.5,2,low_lying|event_2024-01-09
SEG-00761,"Ho Chi Minh City, Vietnam",Zone III,10.849732,106.662603,CAT-036,,Copernicus_GLO-30_v2023,Residential,B,2.81,87,Manhole,ERA5,37.4,2,sparse_drainage
SEG-00762,"Bengaluru, India",Ward F,12.990622,77.593824,CAT-166,,SRTM_1arc,Commercial,D,5.91,75.9,Manhole,ERA5,27,2,monitor
SEG-00763,"Vancouver, Canada",Zone IX,49.279911,-123.109501,CAT-129,11.8,SRTM_3arc,Roads,C,9.48,90.4,Manhole,,11.9,25,monitor
SEG-00764,"New Orleans, USA",Zone VI,29.922575,-90.133756,CAT-096,12.75,Copernicus_EEA-10_v5,Green,A,2.28,29.2,CurbInlet,ERA5,20.9,100,sparse_drainage|event_2024-09-03
SEG-00765,"Bogotá, Colombia",Borough West,4.781346,-74.199324,CAT-164,64.18,SRTM_3arc,Roads,B,6.38,65.8,CurbInlet,,29.4,5,monitor
SEG-00766,"Hanoi, Vietnam",Zone VIII,21.034645,105.803475,CAT-043,32.21,Copernicus_GLO-90_v2022,Industrial,,5.25,96.6,CurbInlet,ERA5,48.1,50,monitor
SEG-00767,"Delhi, India",District 5,28.711049,77.208686,CAT-050,92.67,SRTM_3arc,Informal,D,6.52,213.5,CurbInlet,Blended,36.3,2,monitor
SEG-00768,"New York, USA",District 13,40.757452,-74.069899,CAT-054,6.05,Copernicus_EEA-10_v5,Institutional,C,3.22,187.4,OpenChannel,ERA5,32.4,5,low_lying
SEG-00769,"Chennai, India",Borough Hillside,13.107102,80.337919,CAT-122,3.42,SRTM_1arc,Commercial,C,5.5,158.2,CurbInlet,Blended,122.1,50,ponding_hotspot|extreme_rain_history|low_lying
SEG-00770,"Istanbul, Türkiye",District 14,41.026182,28.924288,CAT-081,50.7,SRTM_1arc,Industrial,D,10.26,,CurbInlet,ERA5,32.7,25,monitor
SEG-00771,"Brisbane, Australia",Ward D,-27.485765,152.902917,CAT-160,28.06,Copernicus_EEA-10_v5,Roads,A,8.22,4,CurbInlet,Blended,42.7,10,monitor
SEG-00772,"Singapore, Singapore",Sector 2,1.38379,103.770525,CAT-123,7.61,Copernicus_EEA-10_v5,Commercial,B,5.68,52.4,Manhole,ERA5,150,50,ponding_hotspot|extreme_rain_history|low_lying
SEG-00773,"Ahmedabad, India",Borough West,23.134443,72.507367,CAT-026,-3,Copernicus_EEA-10_v5,Residential,B,4.19,110.8,GratedInlet,Blended,12,2,low_lying
SEG-00774,"Auckland, New Zealand",District 6,-36.905828,174.778975,CAT-147,86.77,SRTM_1arc,Mixed,D,8.36,63,Manhole,ERA5,20.4,2,monitor
SEG-00775,"Cape Town, South Africa",Zone V,-33.968261,18.466638,CAT-131,243.51,Copernicus_EEA-10_v5,Roads,C,8.1,57.7,OpenChannel,Blended,17.1,100,monitor
SEG-00776,"Durban, South Africa",Borough East,-29.679394,31.058998,CAT-075,15.26,SRTM_1arc,Green,B,1.54,225,OpenChannel,LocalGauge,43.9,25,sparse_drainage
SEG-00777,"Hamburg, Germany",District 23,53.462697,10.070491,CAT-047,53.2,Copernicus_GLO-30_v2023,Roads,A,10.8,74.1,Manhole,ERA5,12.4,25,monitor
SEG-00778,"Mumbai, India",Zone VII,18.993732,72.833841,CAT-168,2.42,Copernicus_GLO-30_v2023,Residential,D,7.53,72.9,OpenChannel,,62.7,50,ponding_hotspot|low_lying
SEG-00779,"Shanghai, China",Zone III,31.18297,121.49218,CAT-178,5.88,SRTM_1arc,Residential,C,5.19,48.1,Manhole,Blended,34.9,2,low_lying
SEG-00780,"New York, USA",Borough Hillside,40.889908,-74.02131,CAT-160,11.88,SRTM_3arc,Commercial,A,8.3,67.8,Manhole,ERA5,22.7,5,monitor
SEG-00781,"Kuala Lumpur, Malaysia",Zone VII,3.037505,101.611958,CAT-068,-3,Copernicus_EEA-10_v5,Residential,,3.09,18.7,CurbInlet,ERA5,64.5,50,ponding_hotspot|low_lying
SEG-00782,"Durban, South Africa",Zone III,-29.9059,30.969008,CAT-118,96.15,Copernicus_GLO-90_v2022,Institutional,B,3.51,323.1,GratedInlet,LocalGauge,37.1,10,monitor
SEG-00783,"Paris, France",Zone IX,48.91237,2.42309,CAT-139,,Copernicus_EEA-10_v5,Commercial,D,5.93,124.8,GratedInlet,LocalGauge,47.4,25,monitor
SEG-00784,"Lima, Peru",Borough West,-12.031356,-76.950794,CAT-077,39.63,Copernicus_GLO-30_v2023,Residential,D,7.78,146.8,None,Blended,11.8,10,monitor
SEG-00785,"Tehran, Iran",Sector 14,35.782901,51.308018,CAT-110,83.34,SRTM_1arc,Commercial,A,5.66,118.9,None,LocalGauge,58.9,50,monitor
SEG-00786,"Shanghai, China",Zone VI,31.364377,121.548792,CAT-095,,Copernicus_EEA-10_v5,Mixed,C,4.47,88.2,Manhole,ERA5,18.8,5,monitor
SEG-00787,"Bengaluru, India",Ward H,12.910081,77.540188,CAT-137,-3,SRTM_1arc,Industrial,C,6.12,89.9,Manhole,ERA5,21.5,5,low_lying
SEG-00788,"New Orleans, USA",Sector 24,29.942636,-90.243223,CAT-152,21.62,SRTM_3arc,Commercial,A,4.84,39,CurbInlet,ERA5,25.7,10,monitor
SEG-00789,"Accra, Ghana",Borough North,5.591793,-0.140785,CAT-034,22.83,SRTM_1arc,Residential,B,2.83,85.3,GratedInlet,IMD,77.2,10,sparse_drainage
SEG-00790,"Tehran, Iran",Zone VII,35.680355,51.299926,CAT-143,38.3,Copernicus_EEA-10_v5,Residential,,,19.1,GratedInlet,LocalGauge,38.2,5,monitor
SEG-00791,"Guangzhou, China",Sector 12,23.200778,113.147624,CAT-091,-1.23,SRTM_1arc,Residential,D,7.14,52.2,CurbInlet,LocalGauge,41.5,100,ponding_hotspot|low_lying|event_2023-12-23
SEG-00792,"Singapore, Singapore",Sector 24,1.374447,103.961276,CAT-066,7.11,SRTM_1arc,Commercial,D,6.83,79.1,Manhole,ERA5,69.7,10,ponding_hotspot|low_lying
SEG-00793,"Pune, India",Borough South,18.635076,73.799206,CAT-132,48.21,Copernicus_GLO-90_v2022,Green,A,4.75,59.4,Manhole,ERA5,15.1,5,monitor
SEG-00794,"Amsterdam, Netherlands",Sector 28,52.469471,4.856786,CAT-122,-2.69,Copernicus_GLO-30_v2023,Industrial,D,8.45,43.9,CurbInlet,IMD,37,10,ponding_hotspot|low_lying
SEG-00795,"Houston, USA",Sector 7,29.807889,-95.46667,CAT-054,23.13,SRTM_1arc,Residential,D,6.3,142.7,CurbInlet,ERA5,21.4,2,monitor
SEG-00796,"Bengaluru, India",Ward H,13.060229,77.608438,CAT-025,78.19,SRTM_3arc,Roads,,5.1,1,GratedInlet,ERA5,15.2,2,monitor
SEG-00797,"Mexico City, Mexico",District 2,19.509675,-99.140834,CAT-103,61.03,SRTM_3arc,Roads,C,4.13,392.1,OpenChannel,ERA5,65.5,5,monitor
SEG-00798,"Istanbul, Türkiye",District 21,40.987747,28.969673,CAT-125,56.49,Copernicus_GLO-30_v2023,Green,B,4.75,60.1,Manhole,ERA5,28.7,2,monitor
SEG-00799,"Mexico City, Mexico",Ward I,19.575712,-99.09631,CAT-156,24.57,Copernicus_GLO-30_v2023,Industrial,B,7.71,48.1,Manhole,ERA5,27.3,25,monitor
SEG-00800,"Pune, India",District 14,18.575206,73.970498,CAT-127,-3,Copernicus_GLO-30_v2023,Commercial,B,7.42,81.9,Manhole,IMD,20.7,10,low_lying
SEG-00801,"Singapore, Singapore",Ward E,1.376511,103.86334,CAT-041,8.88,SRTM_1arc,Commercial,C,3.31,136.4,Manhole,LocalGauge,150,100,ponding_hotspot|extreme_rain_history
SEG-00802,"Manila, Philippines",Sector 29,14.7408,121.037862,CAT-159,12.4,Copernicus_GLO-30_v2023,Roads,D,3.53,49.3,OpenChannel,,34.7,2,monitor
SEG-00803,"Taipei, Taiwan",Sector 27,25.022527,121.475552,CAT-015,29.91,Copernicus_GLO-90_v2022,Industrial,C,4.77,117.9,CurbInlet,ERA5,21.9,2,monitor
SEG-00804,"Hamburg, Germany",Ward A,53.3908,10.035679,CAT-001,51.76,Copernicus_GLO-90_v2022,Roads,B,10.17,4.3,CurbInlet,IMD,33.5,50,monitor
SEG-00805,"Tehran, Iran",District 8,35.640678,51.315357,CAT-039,82.5,SRTM_3arc,Residential,B,2.38,38.4,CurbInlet,LocalGauge,40.3,5,sparse_drainage
SEG-00806,"Rotterdam, Netherlands",Borough North,51.917783,4.40911,CAT-079,2.33,SRTM_1arc,Residential,D,2.61,,CurbInlet,,23.1,10,low_lying|sparse_drainage
SEG-00807,"Copenhagen, Denmark",Sector 14,55.632304,12.618777,CAT-139,23.75,SRTM_1arc,Green,D,,256.6,GratedInlet,Blended,27.6,10,monitor
SEG-00808,"Sao Paulo, Brazil",Zone VII,-23.556091,-46.587018,CAT-117,49.41,Copernicus_EEA-10_v5,Roads,A,7.53,,CurbInlet,ERA5,89.6,2,extreme_rain_history
SEG-00809,"Ahmedabad, India",Borough West,23.056499,72.629412,CAT-013,61.69,Copernicus_EEA-10_v5,Industrial,B,7.45,,CurbInlet,LocalGauge,20,25,monitor
SEG-00810,"Riyadh, Saudi Arabia",Zone II,24.641361,46.690154,CAT-012,26.41,Copernicus_EEA-10_v5,Residential,B,4.91,32.4,CurbInlet,ERA5,8.5,5,monitor
SEG-00811,"New Orleans, USA",Sector 29,29.8677,-90.058014,CAT-139,14.44,SRTM_3arc,Residential,B,8.6,150.7,None,,29.7,2,monitor
SEG-00812,"Hamburg, Germany",District 10,53.469971,10.069403,CAT-050,0.53,Copernicus_EEA-10_v5,Green,B,3.14,274.6,Manhole,,32,25,low_lying
SEG-00813,"Ho Chi Minh City, Vietnam",Sector 23,10.890532,106.51306,CAT-095,14.6,SRTM_1arc,Commercial,C,8.47,67,Manhole,LocalGauge,90.3,5,extreme_rain_history
SEG-00814,"Istanbul, Türkiye",District 23,40.905096,28.956286,CAT-052,47.02,SRTM_3arc,Commercial,,5.89,48.6,Manhole,,16,5,monitor
SEG-00815,"Cape Town, South Africa",Ward G,-33.870557,18.472307,CAT-135,183.7,SRTM_3arc,Green,D,1.93,273.6,CurbInlet,Blended,19.9,25,sparse_drainage|event_2022-08-06
SEG-00816,"Chennai, India",District 26,13.188348,80.350287,CAT-152,12.34,Copernicus_EEA-10_v5,Green,D,3.7,108.8,CurbInlet,IMD,41.5,25,monitor
SEG-00817,"Lima, Peru",Borough East,-11.98696,-76.957503,CAT-172,61.81,Copernicus_EEA-10_v5,Green,D,2.53,441.6,OpenChannel,ERA5,40.8,5,sparse_drainage
SEG-00818,"Riyadh, Saudi Arabia",Sector 7,24.665252,46.638564,CAT-132,72.93,SRTM_3arc,Mixed,B,,102.3,GratedInlet,ERA5,12.4,10,monitor
SEG-00819,"Philadelphia, USA",Zone VI,39.952134,-75.178309,CAT-038,77.25,Copernicus_EEA-10_v5,Commercial,B,8.14,4.1,Manhole,IMD,26.8,25,monitor
SEG-00820,"London, UK",Ward D,51.498276,-0.175483,CAT-109,34.99,Copernicus_EEA-10_v5,Residential,A,3.38,114.4,CurbInlet,,63,2,monitor
SEG-00821,"Riyadh, Saudi Arabia",Ward I,24.679585,46.755747,CAT-059,-3,Copernicus_GLO-30_v2023,Roads,B,5.71,87.1,Manhole,ERA5,8.6,10,low_lying
SEG-00822,"Kolkata, India",Sector 10,22.595972,88.401311,CAT-064,23.13,SRTM_1arc,Green,D,6.43,57.2,GratedInlet,ERA5,26.3,2,monitor
SEG-00823,"Brisbane, Australia",Zone I,-27.482592,153.011911,CAT-065,,Copernicus_EEA-10_v5,Residential,C,5.42,52.8,CurbInlet,LocalGauge,32.4,50,monitor
SEG-00824,"Tokyo, Japan",Ward I,35.659465,139.605611,CAT-176,-3,Copernicus_GLO-90_v2022,Green,A,7.21,319.7,None,IMD,43.7,50,low_lying
SEG-00825,"Washington DC, USA",Zone I,38.914633,-77.001546,CAT-081,70.97,Copernicus_EEA-10_v5,Roads,,7.61,330.6,OpenChannel,Blended,47.6,5,monitor
SEG-00826,"Lima, Peru",Sector 24,-11.993655,-77.024442,CAT-096,21.15,Copernicus_GLO-30_v2023,Institutional,A,6.3,129,GratedInlet,ERA5,35.9,100,monitor
SEG-00827,"Osaka, Japan",Ward G,34.611108,135.601162,CAT-024,153.91,Copernicus_GLO-30_v2023,Industrial,C,7.75,439.6,OpenChannel,ERA5,74,25,monitor
SEG-00828,"Buenos Aires, Argentina",Zone III,-34.674195,-58.463025,CAT-032,89.19,Copernicus_GLO-30_v2023,Institutional,C,,248.5,OpenChannel,LocalGauge,21.8,2,monitor
SEG-00829,"Hanoi, Vietnam",Borough South,21.041748,105.761559,CAT-148,73.01,Copernicus_GLO-30_v2023,Residential,,5.23,101.5,Manhole,LocalGauge,48,25,monitor
SEG-00830,"Shanghai, China",Ward B,31.389409,121.47089,CAT-109,19.02,Copernicus_EEA-10_v5,Roads,B,7.47,185.8,None,LocalGauge,30.3,2,monitor
SEG-00831,"Houston, USA",District 17,29.763446,-95.204308,CAT-103,57.12,SRTM_1arc,Residential,D,3.66,49.5,Manhole,ERA5,21.1,25,monitor
SEG-00832,"Karachi, Pakistan",Zone IV,24.932233,67.022422,CAT-141,3.04,Copernicus_EEA-10_v5,Residential,C,6.14,371.8,None,,35.4,10,low_lying
SEG-00833,"Lima, Peru",Zone VIII,-12.067346,-77.134339,CAT-077,81.9,Copernicus_GLO-90_v2022,Commercial,C,10.87,10.6,CurbInlet,LocalGauge,26.2,50,monitor
SEG-00834,"Philadelphia, USA",District 4,39.937856,-75.228937,CAT-143,28.33,Copernicus_EEA-10_v5,Roads,B,10.33,65.7,GratedInlet,IMD,35.6,2,monitor
SEG-00835,"Rotterdam, Netherlands",District 12,51.984869,4.454636,CAT-047,12.3,SRTM_1arc,Residential,B,3.99,,GratedInlet,LocalGauge,55.2,50,monitor
SEG-00836,"Kuala Lumpur, Malaysia",Zone VIII,3.24852,101.77501,CAT-089,45.01,SRTM_1arc,Industrial,D,11.51,61.9,OpenChannel,ERA5,73,50,monitor
SEG-00837,"Copenhagen, Denmark",Sector 21,55.631318,12.581618,CAT-086,2.39,SRTM_1arc,Residential,C,8.09,20.6,Manhole,Blended,47.1,50,low_lying|event_2025-05-25
SEG-00838,"Taipei, Taiwan",Ward E,25.08819,121.553027,CAT-110,73.41,Copernicus_EEA-10_v5,Residential,B,3.33,84.2,CurbInlet,ERA5,61.9,2,monitor
SEG-00839,"Manila, Philippines",Sector 3,14.684029,120.982508,CAT-006,14.78,SRTM_3arc,Informal,A,8.67,109.6,OpenChannel,ERA5,55.8,25,monitor
SEG-00840,"Shenzhen, China",Zone II,22.405906,114.101329,CAT-088,9.54,Copernicus_EEA-10_v5,Commercial,B,6.61,216,OpenChannel,,85.6,10,extreme_rain_history|event_2022-09-24
SEG-00841,"Brisbane, Australia",District 11,-27.346465,153.009891,CAT-021,65.23,Copernicus_EEA-10_v5,Green,B,3.32,134.6,CurbInlet,IMD,74.8,25,monitor
SEG-00842,"Chennai, India",District 25,13.234755,80.281603,CAT-045,6.88,Copernicus_GLO-30_v2023,Water,A,5.72,,OpenChannel,LocalGauge,52.9,25,low_lying
SEG-00843,"Ho Chi Minh City, Vietnam",Borough South,10.787952,106.580353,CAT-005,2.07,Copernicus_GLO-90_v2022,Institutional,C,7.41,382.3,CurbInlet,ERA5,46.2,50,low_lying
SEG-00844,"Mumbai, India",Borough East,18.936852,72.829707,CAT-148,19.94,Copernicus_GLO-90_v2022,Roads,A,5.04,177.7,OpenChannel,LocalGauge,65.7,10,monitor
SEG-00845,"Copenhagen, Denmark",Sector 1,55.674157,12.552691,CAT-143,10.95,Copernicus_GLO-30_v2023,Commercial,C,7.49,155.9,CurbInlet,ERA5,39,5,monitor
SEG-00846,"Osaka, Japan",Sector 27,34.668148,135.467984,CAT-111,88.93,Copernicus_GLO-30_v2023,Mixed,,8.44,31.7,CurbInlet,Blended,26.9,50,monitor
SEG-00847,"Singapore, Singapore",Ward A,1.440947,103.795449,CAT-148,21.63,SRTM_1arc,Roads,A,7.11,147.4,OpenChannel,ERA5,55.2,2,monitor
SEG-00848,"Rotterdam, Netherlands",Borough Harbor,51.836494,4.494686,CAT-037,13.08,SRTM_1arc,Commercial,D,8.59,96.5,Manhole,,19.2,10,monitor
SEG-00849,"Bengaluru, India",Borough North,12.962712,77.613952,CAT-080,,Copernicus_GLO-30_v2023,Water,A,4.07,19.7,OpenChannel,ERA5,54.2,2,monitor
SEG-00850,"Pune, India",Ward J,18.662988,74.089304,CAT-139,40.74,Copernicus_GLO-30_v2023,Green,D,,165.8,CurbInlet,ERA5,27.3,25,monitor
SEG-00851,"Barcelona, Spain",Zone VIII,41.337527,2.162418,CAT-063,-1.72,SRTM_1arc,Roads,A,8.33,98.9,CurbInlet,Blended,41.1,2,low_lying
SEG-00852,"Karachi, Pakistan",Ward I,24.892184,67.076192,CAT-069,33.15,Copernicus_EEA-10_v5,Residential,B,5.77,185,Manhole,IMD,15.5,100,monitor
SEG-00853,"Nairobi, Kenya",Borough Delta,-1.390578,36.906604,CAT-114,53.41,SRTM_3arc,Green,C,6.61,688.8,None,LocalGauge,42.5,25,monitor
SEG-00854,"Miami, USA",Sector 26,25.514165,-80.337782,CAT-159,3.91,SRTM_1arc,Roads,D,9.57,33,GratedInlet,ERA5,104.2,5,ponding_hotspot|extreme_rain_history|low_lying
SEG-00855,"Seoul, South Korea",Sector 30,37.554769,127.019884,CAT-124,63.2,Copernicus_GLO-30_v2023,Institutional,B,3.57,106.9,GratedInlet,IMD,22.9,2,monitor
SEG-00856,"Bogotá, Colombia",Ward F,4.72376,-74.159818,CAT-179,-3,Copernicus_EEA-10_v5,Residential,,,96.4,Manhole,ERA5,21.1,50,low_lying
SEG-00857,"Lima, Peru",Zone IV,-12.017529,-76.983358,CAT-179,31.07,Copernicus_GLO-30_v2023,Roads,B,,20.3,GratedInlet,Blended,30.1,50,monitor
SEG-00858,"Sydney, Australia",Borough Delta,-33.85822,151.097908,CAT-177,4.43,SRTM_3arc,Green,A,,314.1,OpenChannel,ERA5,26.3,5,low_lying
SEG-00859,"New Orleans, USA",Borough Hillside,30.105616,-90.054217,CAT-014,8.17,SRTM_1arc,Commercial,,4.15,,OpenChannel,ERA5,27.4,2,monitor
SEG-00860,"Paris, France",Ward B,48.794752,2.461056,CAT-079,46.27,Copernicus_GLO-30_v2023,Commercial,,8.49,148.6,GratedInlet,ERA5,29.6,10,monitor
SEG-00861,"Paris, France",Zone VIII,48.804512,2.353269,CAT-044,79.22,Copernicus_GLO-30_v2023,Residential,C,6.99,154.5,CurbInlet,IMD,33.3,5,monitor
SEG-00862,"New York, USA",Borough Old Town,40.686698,-74.090619,CAT-149,67.85,SRTM_1arc,Commercial,B,5.31,142.5,Manhole,ERA5,17.6,5,monitor
SEG-00863,"Ahmedabad, India",Ward G,22.898055,72.540289,CAT-159,73.9,Copernicus_GLO-30_v2023,Green,B,3.76,76.5,GratedInlet,LocalGauge,50.7,10,monitor
SEG-00864,"Sydney, Australia",Borough West,-33.933994,151.293151,CAT-168,18.09,SRTM_1arc,Institutional,C,4.63,30,OpenChannel,LocalGauge,41.1,5,monitor
SEG-00865,"Mexico City, Mexico",Borough Harbor,19.352517,-99.186477,CAT-173,68.77,Copernicus_GLO-30_v2023,Roads,A,8.68,3.9,CurbInlet,ERA5,46.1,100,monitor
SEG-00866,"Paris, France",Ward C,48.740994,2.279908,CAT-058,101.21,Copernicus_GLO-30_v2023,Roads,,4.93,111.4,Manhole,ERA5,26.3,2,monitor
SEG-00867,"Mumbai, India",Zone VIII,19.087989,72.896894,CAT-059,20.51,SRTM_3arc,Commercial,D,8.35,75,Manhole,LocalGauge,58.3,25,monitor
