latitude,longitude,elevation,drainage_density,storm_drain_distance,rainfall_intensity,return_period,city_name,admin_ward,dem_source,land_use,soil_group,storm_drain_type,rainfall_source,flood_risk_level
18.652679,73.99192,27.19,5.57,305.3,59.4,5,"Pune, India",Borough West,SRTM_1arc,Industrial,B,OpenChannel,ERA5,Low
14.533617,120.898454,15.02,7.6,62.9,50.5,100,"Manila, Philippines",Sector 19,Copernicus_GLO-30_v2023,Residential,,Manhole,LocalGauge,Low
23.660339,90.451229,40.64,3.38,405.7,68.5,10,"Dhaka, Bangladesh",Sector 15,SRTM_1arc,Residential,C,OpenChannel,ERA5,Low
24.914301,66.882778,9.2,9.14,217.9,35.1,5,"Karachi, Pakistan",Sector 23,SRTM_1arc,Commercial,A,OpenChannel,LocalGauge,Low
35.73631,51.363667,253.88,9.79,530.4,34.3,2,"Tehran, Iran",Borough Hillside,Copernicus_GLO-30_v2023,Industrial,C,,Blended,Low
45.487647,-73.753286,81.28,5.49,96.5,28.6,10,"Montreal, Canada",Sector 12,SRTM_1arc,Commercial,B,Manhole,IMD,Low
52.379491,4.881455,15.59,6.26,38.8,25.7,5,"Amsterdam, Netherlands",District 26,Copernicus_GLO-30_v2023,Industrial,B,GratedInlet,IMD,Low
24.882304,67.010255,2.7,3.87,81.6,23.9,10,"Karachi, Pakistan",Zone VII,SRTM_1arc,Roads,C,CurbInlet,ERA5,High
41.040132,29.006163,,6.84,33.4,26.5,25,"Istanbul, Türkiye",District 2,Copernicus_GLO-30_v2023,Industrial,C,Manhole,LocalGauge,Low
-29.821433,31.066605,59.62,7.18,110.3,24.3,5,"Durban, South Africa",District 29,SRTM_3arc,Roads,C,Manhole,IMD,Low
1.348403,103.908228,13.22,5.97,68.9,42.6,10,"Singapore, Singapore",Borough Old Town,Copernicus_EEA-10_v5,Mixed,C,GratedInlet,ERA5,Low
25.074434,121.446602,61.21,7.61,61.0,53.2,10,"Taipei, Taiwan",Ward G,SRTM_3arc,Commercial,C,GratedInlet,IMD,Low
37.580087,126.995149,,5.29,189.2,59.9,10,"Seoul, South Korea",Ward K,Copernicus_GLO-30_v2023,Roads,,GratedInlet,,Low
35.758658,51.446085,-3.0,,491.4,41.3,10,"Tehran, Iran",Borough North,Copernicus_EEA-10_v5,Green,A,,Blended,High
24.644576,46.611099,57.61,7.08,155.2,34.5,2,"Riyadh, Saudi Arabia",Borough Delta,SRTM_1arc,Residential,D,CurbInlet,Blended,Low
-29.815039,31.04753,119.77,5.78,59.6,41.6,2,"Durban, South Africa",District 8,Copernicus_GLO-30_v2023,Residential,,Manhole,ERA5,Low
17.331043,78.565398,78.02,4.74,79.0,19.3,2,"Hyderabad, India",Ward H,Copernicus_EEA-10_v5,Residential,C,Manhole,LocalGauge,Low
41.378569,2.195392,-3.0,6.93,15.3,40.6,5,"Barcelona, Spain",Ward C,SRTM_3arc,Commercial,C,CurbInlet,LocalGauge,High
25.367712,51.612383,-3.0,6.93,34.3,17.6,2,"Doha, Qatar",Borough Hillside,Copernicus_GLO-30_v2023,Commercial,,GratedInlet,ERA5,High
18.59539,73.877415,69.81,8.98,67.8,35.0,2,"Pune, India",Sector 4,SRTM_3arc,Commercial,B,CurbInlet,ERA5,Low
41.487391,2.1067,19.71,5.38,121.4,17.5,5,"Barcelona, Spain",Borough Hillside,Copernicus_EEA-10_v5,Green,B,CurbInlet,Blended,Low
35.644842,51.444996,195.41,3.28,117.9,20.2,10,"Tehran, Iran",Ward F,SRTM_1arc,Residential,C,OpenChannel,IMD,Low
5.406643,-0.293439,21.36,6.03,15.8,31.7,5,"Accra, Ghana",Zone X,Copernicus_GLO-30_v2023,Residential,B,Manhole,ERA5,Low
-1.251216,36.960553,106.5,6.95,37.9,24.6,5,"Nairobi, Kenya",Zone II,SRTM_1arc,Roads,B,GratedInlet,ERA5,Low
31.122104,121.5664,14.72,2.67,148.9,49.9,10,"Shanghai, China",Zone V,SRTM_3arc,Roads,D,CurbInlet,LocalGauge,Moderate
29.8199,-95.298084,-3.0,7.32,32.6,61.2,25,"Houston, USA",Ward K,Copernicus_GLO-30_v2023,Industrial,A,Manhole,ERA5,High
-23.572479,-46.531559,46.02,,57.6,42.2,100,"Sao Paulo, Brazil",Sector 21,Copernicus_GLO-30_v2023,Residential,A,CurbInlet,Blended,Low
22.683999,114.045831,2.84,4.05,,72.8,100,"Shenzhen, China",Borough Riverside,Copernicus_GLO-30_v2023,Roads,C,Manhole,ERA5,Very High
31.29294,121.36865,1.04,6.57,58.9,33.5,100,"Shanghai, China",Borough North,Copernicus_EEA-10_v5,Residential,D,Manhole,Blended,High
1.346743,103.689947,11.2,6.54,103.1,86.4,25,"Singapore, Singapore",Ward I,Copernicus_GLO-90_v2022,Roads,D,CurbInlet,LocalGauge,Moderate
48.821159,2.332728,65.9,,121.9,74.5,50,"Paris, France",Zone V,SRTM_1arc,Residential,D,OpenChannel,ERA5,Low
22.553199,88.374015,9.75,5.86,43.5,34.9,2,"Kolkata, India",District 13,Copernicus_GLO-30_v2023,Roads,C,Manhole,ERA5,Low
37.995071,23.774247,50.78,7.52,,13.6,5,"Athens, Greece",Ward A,SRTM_3arc,Commercial,B,GratedInlet,Blended,Low
35.654081,139.797701,,10.18,,60.5,25,"Tokyo, Japan",Zone X,SRTM_1arc,Industrial,C,CurbInlet,ERA5,Low
-29.857573,30.989136,63.37,5.58,,62.6,5,"Durban, South Africa",Ward E,Copernicus_GLO-90_v2022,Informal,B,CurbInlet,LocalGauge,Low
13.727514,100.519369,10.42,7.73,35.8,64.9,2,"Bangkok, Thailand",Borough Old Town,Copernicus_GLO-30_v2023,Roads,D,CurbInlet,ERA5,Very High
19.491075,-99.153614,,9.32,101.2,56.7,5,"Mexico City, Mexico",Ward I,Copernicus_GLO-30_v2023,Industrial,C,GratedInlet,ERA5,Low
22.491177,88.492678,48.97,,139.3,40.1,25,"Kolkata, India",Borough West,Copernicus_GLO-30_v2023,Roads,D,GratedInlet,IMD,Low
52.011402,4.516424,12.67,6.67,60.5,16.2,25,"Rotterdam, Netherlands",Sector 7,SRTM_1arc,Roads,C,Manhole,ERA5,Low
53.488006,10.058915,75.66,2.91,,54.6,2,"Hamburg, Germany",Ward F,SRTM_1arc,Residential,,GratedInlet,ERA5,Moderate
4.713893,-73.922619,33.56,3.75,43.6,24.5,5,"Bogotá, Colombia",Borough Central,SRTM_1arc,Industrial,A,CurbInlet,ERA5,Low
35.760767,139.54114,-3.0,3.91,47.1,31.7,2,"Tokyo, Japan",Borough Delta,Copernicus_GLO-30_v2023,Residential,C,GratedInlet,IMD,High
41.75963,12.596604,96.37,4.04,62.4,25.0,5,"Rome, Italy",Zone I,SRTM_1arc,Residential,C,OpenChannel,LocalGauge,Low
19.407587,-99.154693,22.5,5.04,60.5,27.7,5,"Mexico City, Mexico",District 10,SRTM_3arc,Residential,B,CurbInlet,ERA5,Low
25.295387,55.321834,76.78,,72.2,25.2,2,"Dubai, UAE",Zone X,Copernicus_GLO-30_v2023,Institutional,B,OpenChannel,ERA5,Low
14.59167,121.025053,19.84,6.36,146.5,41.6,10,"Manila, Philippines",District 19,SRTM_3arc,Water,D,Manhole,ERA5,Low
21.090787,105.771564,64.4,6.23,275.4,55.7,10,"Hanoi, Vietnam",Sector 27,Copernicus_EEA-10_v5,Residential,A,,ERA5,Low
23.057006,72.535381,16.18,9.14,16.9,29.2,2,"Ahmedabad, India",Ward H,Copernicus_EEA-10_v5,Mixed,C,CurbInlet,Blended,Low
6.642788,3.411478,1.38,6.64,37.9,85.9,25,"Lagos, Nigeria",District 26,SRTM_1arc,Residential,D,GratedInlet,IMD,Very High
37.871157,-122.41986,112.09,5.8,99.6,32.0,50,"San Francisco, USA",District 24,SRTM_1arc,Residential,C,CurbInlet,,Low
29.89275,-90.028087,13.95,,162.8,33.3,100,"New Orleans, USA",Sector 10,Copernicus_EEA-10_v5,Institutional,B,GratedInlet,IMD,Low
-27.401379,153.077346,18.93,8.49,37.1,74.4,25,"Brisbane, Australia",District 12,Copernicus_GLO-30_v2023,Residential,C,CurbInlet,Blended,Low
45.432819,-73.499733,7.3,4.99,154.3,14.6,2,"Montreal, Canada",District 8,SRTM_3arc,Residential,C,CurbInlet,ERA5,High
38.88906,-77.116066,47.84,6.79,87.4,73.5,100,"Washington DC, USA",District 4,SRTM_3arc,Residential,B,Manhole,LocalGauge,Low
41.961757,12.571678,47.48,,6.8,15.9,10,"Rome, Italy",Sector 25,Copernicus_GLO-30_v2023,Commercial,C,CurbInlet,ERA5,Low
19.323463,-99.125343,15.12,4.76,15.7,61.0,5,"Mexico City, Mexico",District 3,SRTM_1arc,Residential,D,Manhole,LocalGauge,Low
22.422942,114.221116,6.29,8.96,32.3,52.6,50,"Hong Kong, China",Sector 13,SRTM_3arc,Industrial,B,Manhole,,High
21.079542,105.87533,51.62,,50.8,47.6,5,"Hanoi, Vietnam",Ward A,Copernicus_EEA-10_v5,Mixed,D,CurbInlet,,Low
53.48909,10.084538,6.02,7.68,32.2,32.0,2,"Hamburg, Germany",Ward B,SRTM_1arc,Industrial,,GratedInlet,ERA5,High
29.811292,-95.302753,55.01,,261.5,32.6,100,"Houston, USA",District 27,SRTM_3arc,Green,A,OpenChannel,LocalGauge,Low
29.847539,-90.141894,11.7,4.35,,38.4,5,"New Orleans, USA",Zone V,Copernicus_GLO-90_v2022,Residential,D,GratedInlet,,Low
25.890284,-80.167954,4.3,,354.4,54.2,100,"Miami, USA",Zone I,Copernicus_GLO-30_v2023,Mixed,,OpenChannel,ERA5,High
41.320303,2.085204,,8.45,157.1,38.3,10,"Barcelona, Spain",Ward K,SRTM_1arc,Roads,B,CurbInlet,,Low
-33.885279,18.446892,-3.0,5.99,128.4,17.4,25,"Cape Town, South Africa",District 3,SRTM_1arc,Residential,B,CurbInlet,ERA5,High
28.628947,77.212775,89.56,3.31,235.3,49.1,2,"Delhi, India",Sector 1,Copernicus_EEA-10_v5,Institutional,C,Manhole,LocalGauge,Low
38.991091,-77.055597,,,128.7,39.9,10,"Washington DC, USA",Sector 30,Copernicus_GLO-30_v2023,Roads,D,CurbInlet,IMD,Low
7.003586,79.894333,,9.43,356.6,129.3,100,"Colombo, Sri Lanka",Borough Hillside,SRTM_3arc,Mixed,D,OpenChannel,ERA5,Very High
7.008992,79.798521,6.59,9.16,78.1,71.6,10,"Colombo, Sri Lanka",Ward H,Copernicus_EEA-10_v5,Roads,A,CurbInlet,Blended,High
6.945088,79.775974,8.48,3.42,,63.3,5,"Colombo, Sri Lanka",District 29,Copernicus_GLO-90_v2022,Green,D,CurbInlet,ERA5,Low
51.858138,4.399197,9.04,8.49,27.4,35.1,5,"Rotterdam, Netherlands",Zone X,Copernicus_GLO-30_v2023,Residential,B,CurbInlet,,Low
-33.940071,18.372848,23.8,4.35,274.4,55.7,10,"Cape Town, South Africa",District 5,Copernicus_GLO-30_v2023,Green,B,CurbInlet,Blended,Low
49.28578,-123.149075,15.56,5.68,,53.1,10,"Vancouver, Canada",Zone VI,Copernicus_GLO-30_v2023,Commercial,,Manhole,ERA5,Low
53.537167,10.10649,79.62,2.96,184.6,32.1,10,"Hamburg, Germany",District 30,SRTM_3arc,Green,A,OpenChannel,Blended,Very High
41.890968,12.557779,46.83,10.45,51.5,63.4,25,"Rome, Italy",District 7,Copernicus_EEA-10_v5,Roads,D,Manhole,LocalGauge,Low
45.483509,-73.597431,51.85,7.32,36.9,29.1,5,"Montreal, Canada",Borough South,SRTM_1arc,Roads,C,Manhole,ERA5,Low
28.538543,77.194478,35.82,7.58,157.6,74.5,5,"Delhi, India",Sector 17,SRTM_3arc,Residential,D,CurbInlet,ERA5,Low
-29.771723,30.974719,72.82,7.08,75.6,26.5,2,"Durban, South Africa",Ward C,SRTM_1arc,Commercial,C,Manhole,ERA5,Low
3.129055,101.770517,9.86,10.19,60.5,87.8,50,"Kuala Lumpur, Malaysia",Ward I,SRTM_1arc,Roads,,GratedInlet,ERA5,Very High
-27.507908,153.011252,10.72,7.99,163.6,27.6,2,"Brisbane, Australia",Zone VII,Copernicus_EEA-10_v5,Residential,B,CurbInlet,LocalGauge,Low
14.506927,121.040289,23.56,4.46,369.8,95.9,10,"Manila, Philippines",Zone I,SRTM_1arc,Green,C,OpenChannel,ERA5,Moderate
53.458456,10.003259,42.17,5.94,56.6,37.8,10,"Hamburg, Germany",Sector 2,Copernicus_GLO-90_v2022,Commercial,C,GratedInlet,ERA5,Low
22.606117,114.095235,1.72,5.97,24.2,69.5,2,"Shenzhen, China",Sector 9,Copernicus_GLO-30_v2023,Commercial,B,Manhole,LocalGauge,Very High
10.849732,106.662603,,2.81,87.0,37.4,2,"Ho Chi Minh City, Vietnam",Zone III,Copernicus_GLO-30_v2023,Residential,B,Manhole,ERA5,Moderate
12.990622,77.593824,,5.91,75.9,27.0,2,"Bengaluru, India",Ward F,SRTM_1arc,Commercial,D,Manhole,ERA5,Low
49.279911,-123.109501,11.8,9.48,90.4,11.9,25,"Vancouver, Canada",Zone IX,SRTM_3arc,Roads,C,Manhole,,Low
29.922575,-90.133756,12.75,2.28,29.2,20.9,100,"New Orleans, USA",Zone VI,Copernicus_EEA-10_v5,Green,A,CurbInlet,ERA5,Very High
4.781346,-74.199324,64.18,6.38,65.8,29.4,5,"Bogotá, Colombia",Borough West,SRTM_3arc,Roads,B,CurbInlet,,Low
21.034645,105.803475,32.21,5.25,96.6,48.1,50,"Hanoi, Vietnam",Zone VIII,Copernicus_GLO-90_v2022,Industrial,,CurbInlet,ERA5,Low
28.711049,77.208686,92.67,6.52,213.5,36.3,2,"Delhi, India",District 5,SRTM_3arc,Informal,D,CurbInlet,Blended,Low
40.757452,-74.069899,6.05,3.22,187.4,32.4,5,"New York, USA",District 13,Copernicus_EEA-10_v5,Institutional,C,OpenChannel,ERA5,High
13.107102,80.337919,3.42,5.5,158.2,122.1,50,"Chennai, India",Borough Hillside,SRTM_1arc,Commercial,C,CurbInlet,Blended,High
41.026182,28.924288,50.7,10.26,,32.7,25,"Istanbul, Türkiye",District 14,SRTM_1arc,Industrial,D,CurbInlet,ERA5,Low
-27.485765,152.902917,28.06,8.22,4.0,42.7,10,"Brisbane, Australia",Ward D,Copernicus_EEA-10_v5,Roads,A,CurbInlet,Blended,Low
1.38379,103.770525,7.61,5.68,52.4,150.0,50,"Singapore, Singapore",Sector 2,Copernicus_EEA-10_v5,Commercial,B,Manhole,ERA5,High
23.134443,72.507367,-3.0,4.19,110.8,12.0,2,"Ahmedabad, India",Borough West,Copernicus_EEA-10_v5,Residential,B,GratedInlet,Blended,High
-36.905828,174.778975,86.77,8.36,63.0,20.4,2,"Auckland, New Zealand",District 6,SRTM_1arc,Mixed,D,Manhole,ERA5,Low
-33.968261,18.466638,243.51,8.1,57.7,17.1,100,"Cape Town, South Africa",Zone V,Copernicus_EEA-10_v5,Roads,C,OpenChannel,Blended,Low
-29.679394,31.058998,15.26,1.54,225.0,43.9,25,"Durban, South Africa",Borough East,SRTM_1arc,Green,B,OpenChannel,LocalGauge,Moderate
53.462697,10.070491,53.2,10.8,74.1,12.4,25,"Hamburg, Germany",District 23,Copernicus_GLO-30_v2023,Roads,A,Manhole,ERA5,Low
18.993732,72.833841,2.42,7.53,72.9,62.7,50,"Mumbai, India",Zone VII,Copernicus_GLO-30_v2023,Residential,D,OpenChannel,,High
31.18297,121.49218,5.88,5.19,48.1,34.9,2,"Shanghai, China",Zone III,SRTM_1arc,Residential,C,Manhole,Blended,High
40.889908,-74.02131,11.88,8.3,67.8,22.7,5,"New York, USA",Borough Hillside,SRTM_3arc,Commercial,A,Manhole,ERA5,Low
3.037505,101.611958,-3.0,3.09,18.7,64.5,50,"Kuala Lumpur, Malaysia",Zone VII,Copernicus_EEA-10_v5,Residential,,CurbInlet,ERA5,High
-29.9059,30.969008,96.15,3.51,323.1,37.1,10,"Durban, South Africa",Zone III,Copernicus_GLO-90_v2022,Institutional,B,GratedInlet,LocalGauge,Low
48.91237,2.42309,,5.93,124.8,47.4,25,"Paris, France",Zone IX,Copernicus_EEA-10_v5,Commercial,D,GratedInlet,LocalGauge,Low
-12.031356,-76.950794,39.63,7.78,146.8,11.8,10,"Lima, Peru",Borough West,Copernicus_GLO-30_v2023,Residential,D,,Blended,Low
35.782901,51.308018,83.34,5.66,118.9,58.9,50,"Tehran, Iran",Sector 14,SRTM_1arc,Commercial,A,,LocalGauge,Low
31.364377,121.548792,,4.47,88.2,18.8,5,"Shanghai, China",Zone VI,Copernicus_EEA-10_v5,Mixed,C,Manhole,ERA5,Low
12.910081,77.540188,-3.0,6.12,89.9,21.5,5,"Bengaluru, India",Ward H,SRTM_1arc,Industrial,C,Manhole,ERA5,High
29.942636,-90.243223,21.62,4.84,39.0,25.7,10,"New Orleans, USA",Sector 24,SRTM_3arc,Commercial,A,CurbInlet,ERA5,Low
5.591793,-0.140785,22.83,2.83,85.3,77.2,10,"Accra, Ghana",Borough North,SRTM_1arc,Residential,B,GratedInlet,IMD,Moderate
35.680355,51.299926,38.3,,19.1,38.2,5,"Tehran, Iran",Zone VII,Copernicus_EEA-10_v5,Residential,,GratedInlet,LocalGauge,Low
23.200778,113.147624,-1.23,7.14,52.2,41.5,100,"Guangzhou, China",Sector 12,SRTM_1arc,Residential,D,CurbInlet,LocalGauge,Very High
1.374447,103.961276,7.11,6.83,79.1,69.7,10,"Singapore, Singapore",Sector 24,SRTM_1arc,Commercial,D,Manhole,ERA5,High
18.635076,73.799206,48.21,4.75,59.4,15.1,5,"Pune, India",Borough South,Copernicus_GLO-90_v2022,Green,A,Manhole,ERA5,Low
52.469471,4.856786,-2.69,8.45,43.9,37.0,10,"Amsterdam, Netherlands",Sector 28,Copernicus_GLO-30_v2023,Industrial,D,CurbInlet,IMD,High
29.807889,-95.46667,23.13,6.3,142.7,21.4,2,"Houston, USA",Sector 7,SRTM_1arc,Residential,D,CurbInlet,ERA5,Low
13.060229,77.608438,78.19,5.1,1.0,15.2,2,"Bengaluru, India",Ward H,SRTM_3arc,Roads,,GratedInlet,ERA5,Low
19.509675,-99.140834,61.03,4.13,392.1,65.5,5,"Mexico City, Mexico",District 2,SRTM_3arc,Roads,C,OpenChannel,ERA5,Low
40.987747,28.969673,56.49,4.75,60.1,28.7,2,"Istanbul, Türkiye",District 21,Copernicus_GLO-30_v2023,Green,B,Manhole,ERA5,Low
19.575712,-99.09631,24.57,7.71,48.1,27.3,25,"Mexico City, Mexico",Ward I,Copernicus_GLO-30_v2023,Industrial,B,Manhole,ERA5,Low
18.575206,73.970498,-3.0,7.42,81.9,20.7,10,"Pune, India",District 14,Copernicus_GLO-30_v2023,Commercial,B,Manhole,IMD,High
1.376511,103.86334,8.88,3.31,136.4,150.0,100,"Singapore, Singapore",Ward E,SRTM_1arc,Commercial,C,Manhole,LocalGauge,High
14.7408,121.037862,12.4,3.53,49.3,34.7,2,"Manila, Philippines",Sector 29,Copernicus_GLO-30_v2023,Roads,D,OpenChannel,,Low
25.022527,121.475552,29.91,4.77,117.9,21.9,2,"Taipei, Taiwan",Sector 27,Copernicus_GLO-90_v2022,Industrial,C,CurbInlet,ERA5,Low
53.3908,10.035679,51.76,10.17,4.3,33.5,50,"Hamburg, Germany",Ward A,Copernicus_GLO-90_v2022,Roads,B,CurbInlet,IMD,Low
35.640678,51.315357,82.5,2.38,38.4,40.3,5,"Tehran, Iran",District 8,SRTM_3arc,Residential,B,CurbInlet,LocalGauge,Moderate
51.917783,4.40911,2.33,2.61,,23.1,10,"Rotterdam, Netherlands",Borough North,SRTM_1arc,Residential,D,CurbInlet,,High
55.632304,12.618777,23.75,,256.6,27.6,10,"Copenhagen, Denmark",Sector 14,SRTM_1arc,Green,D,GratedInlet,Blended,Low
-23.556091,-46.587018,49.41,7.53,,89.6,2,"Sao Paulo, Brazil",Zone VII,Copernicus_EEA-10_v5,Roads,A,CurbInlet,ERA5,Moderate
23.056499,72.629412,61.69,7.45,,20.0,25,"Ahmedabad, India",Borough West,Copernicus_EEA-10_v5,Industrial,B,CurbInlet,LocalGauge,Low
24.641361,46.690154,26.41,4.91,32.4,8.5,5,"Riyadh, Saudi Arabia",Zone II,Copernicus_EEA-10_v5,Residential,B,CurbInlet,ERA5,Low
29.8677,-90.058014,14.44,8.6,150.7,29.7,2,"New Orleans, USA",Sector 29,SRTM_3arc,Residential,B,,,Low
53.469971,10.069403,0.53,3.14,274.6,32.0,25,"Hamburg, Germany",District 10,Copernicus_EEA-10_v5,Green,B,Manhole,,High
10.890532,106.51306,14.6,8.47,67.0,90.3,5,"Ho Chi Minh City, Vietnam",Sector 23,SRTM_1arc,Commercial,C,Manhole,LocalGauge,Moderate
40.905096,28.956286,47.02,5.89,48.6,16.0,5,"Istanbul, Türkiye",District 23,SRTM_3arc,Commercial,,Manhole,,Low
-33.870557,18.472307,183.7,1.93,273.6,19.9,25,"Cape Town, South Africa",Ward G,SRTM_3arc,Green,D,CurbInlet,Blended,Very High
13.188348,80.350287,12.34,3.7,108.8,41.5,25,"Chennai, India",District 26,Copernicus_EEA-10_v5,Green,D,CurbInlet,IMD,Low
-11.98696,-76.957503,61.81,2.53,441.6,40.8,5,"Lima, Peru",Borough East,Copernicus_EEA-10_v5,Green,D,OpenChannel,ERA5,Moderate
24.665252,46.638564,72.93,,102.3,12.4,10,"Riyadh, Saudi Arabia",Sector 7,SRTM_3arc,Mixed,B,GratedInlet,ERA5,Low
39.952134,-75.178309,77.25,8.14,4.1,26.8,25,"Philadelphia, USA",Zone VI,Copernicus_EEA-10_v5,Commercial,B,Manhole,IMD,Low
51.498276,-0.175483,34.99,3.38,114.4,63.0,2,"London, UK",Ward D,Copernicus_EEA-10_v5,Residential,A,CurbInlet,,Low
24.679585,46.755747,-3.0,5.71,87.1,8.6,10,"Riyadh, Saudi Arabia",Ward I,Copernicus_GLO-30_v2023,Roads,B,Manhole,ERA5,High
22.595972,88.401311,23.13,6.43,57.2,26.3,2,"Kolkata, India",Sector 10,SRTM_1arc,Green,D,GratedInlet,ERA5,Low
-27.482592,153.011911,,5.42,52.8,32.4,50,"Brisbane, Australia",Zone I,Copernicus_EEA-10_v5,Residential,C,CurbInlet,LocalGauge,Low
35.659465,139.605611,-3.0,7.21,319.7,43.7,50,"Tokyo, Japan",Ward I,Copernicus_GLO-90_v2022,Green,A,,IMD,High
38.914633,-77.001546,70.97,7.61,330.6,47.6,5,"Washington DC, USA",Zone I,Copernicus_EEA-10_v5,Roads,,OpenChannel,Blended,Low
-11.993655,-77.024442,21.15,6.3,129.0,35.9,100,"Lima, Peru",Sector 24,Copernicus_GLO-30_v2023,Institutional,A,GratedInlet,ERA5,Low
34.611108,135.601162,153.91,7.75,439.6,74.0,25,"Osaka, Japan",Ward G,Copernicus_GLO-30_v2023,Industrial,C,OpenChannel,ERA5,Low
-34.674195,-58.463025,89.19,,248.5,21.8,2,"Buenos Aires, Argentina",Zone III,Copernicus_GLO-30_v2023,Institutional,C,OpenChannel,LocalGauge,Low
21.041748,105.761559,73.01,5.23,101.5,48.0,25,"Hanoi, Vietnam",Borough South,Copernicus_GLO-30_v2023,Residential,,Manhole,LocalGauge,Low
31.389409,121.47089,19.02,7.47,185.8,30.3,2,"Shanghai, China",Ward B,Copernicus_EEA-10_v5,Roads,B,,LocalGauge,Low
29.763446,-95.204308,57.12,3.66,49.5,21.1,25,"Houston, USA",District 17,SRTM_1arc,Residential,D,Manhole,ERA5,Low
24.932233,67.022422,3.04,6.14,371.8,35.4,10,"Karachi, Pakistan",Zone IV,Copernicus_EEA-10_v5,Residential,C,,,High
-12.067346,-77.134339,81.9,10.87,10.6,26.2,50,"Lima, Peru",Zone VIII,Copernicus_GLO-90_v2022,Commercial,C,CurbInlet,LocalGauge,Low
39.937856,-75.228937,28.33,10.33,65.7,35.6,2,"Philadelphia, USA",District 4,Copernicus_EEA-10_v5,Roads,B,GratedInlet,IMD,Low
51.984869,4.454636,12.3,3.99,,55.2,50,"Rotterdam, Netherlands",District 12,SRTM_1arc,Residential,B,GratedInlet,LocalGauge,Low
3.24852,101.77501,45.01,11.51,61.9,73.0,50,"Kuala Lumpur, Malaysia",Zone VIII,SRTM_1arc,Industrial,D,OpenChannel,ERA5,Low
55.631318,12.581618,2.39,8.09,20.6,47.1,50,"Copenhagen, Denmark",Sector 21,SRTM_1arc,Residential,C,Manhole,Blended,Very High
25.08819,121.553027,73.41,3.33,84.2,61.9,2,"Taipei, Taiwan",Ward E,Copernicus_EEA-10_v5,Residential,B,CurbInlet,ERA5,Low
14.684029,120.982508,14.78,8.67,109.6,55.8,25,"Manila, Philippines",Sector 3,SRTM_3arc,Informal,A,OpenChannel,ERA5,Low
22.405906,114.101329,9.54,6.61,216.0,85.6,10,"Shenzhen, China",Zone II,Copernicus_EEA-10_v5,Commercial,B,OpenChannel,,Very High
-27.346465,153.009891,65.23,3.32,134.6,74.8,25,"Brisbane, Australia",District 11,Copernicus_EEA-10_v5,Green,B,CurbInlet,IMD,Low
13.234755,80.281603,6.88,5.72,,52.9,25,"Chennai, India",District 25,Copernicus_GLO-30_v2023,Water,A,OpenChannel,LocalGauge,High
10.787952,106.580353,2.07,7.41,382.3,46.2,50,"Ho Chi Minh City, Vietnam",Borough South,Copernicus_GLO-90_v2022,Institutional,C,CurbInlet,ERA5,High
18.936852,72.829707,19.94,5.04,177.7,65.7,10,"Mumbai, India",Borough East,Copernicus_GLO-90_v2022,Roads,A,OpenChannel,LocalGauge,Low
55.674157,12.552691,10.95,7.49,155.9,39.0,5,"Copenhagen, Denmark",Sector 1,Copernicus_GLO-30_v2023,Commercial,C,CurbInlet,ERA5,Low
34.668148,135.467984,88.93,8.44,31.7,26.9,50,"Osaka, Japan",Sector 27,Copernicus_GLO-30_v2023,Mixed,,CurbInlet,Blended,Low
1.440947,103.795449,21.63,7.11,147.4,55.2,2,"Singapore, Singapore",Ward A,SRTM_1arc,Roads,A,OpenChannel,ERA5,Low
51.836494,4.494686,13.08,8.59,96.5,19.2,10,"Rotterdam, Netherlands",Borough Harbor,SRTM_1arc,Commercial,D,Manhole,,Low
12.962712,77.613952,,4.07,19.7,54.2,2,"Bengaluru, India",Borough North,Copernicus_GLO-30_v2023,Water,A,OpenChannel,ERA5,Low
18.662988,74.089304,40.74,,165.8,27.3,25,"Pune, India",Ward J,Copernicus_GLO-30_v2023,Green,D,CurbInlet,ERA5,Low
41.337527,2.162418,-1.72,8.33,98.9,41.1,2,"Barcelona, Spain",Zone VIII,SRTM_1arc,Roads,A,CurbInlet,Blended,High
24.892184,67.076192,33.15,5.77,185.0,15.5,100,"Karachi, Pakistan",Ward I,Copernicus_EEA-10_v5,Residential,B,Manhole,IMD,Low
-1.390578,36.906604,53.41,6.61,688.8,42.5,25,"Nairobi, Kenya",Borough Delta,SRTM_3arc,Green,C,,LocalGauge,Low
25.514165,-80.337782,3.91,9.57,33.0,104.2,5,"Miami, USA",Sector 26,SRTM_1arc,Roads,D,GratedInlet,ERA5,High
37.554769,127.019884,63.2,3.57,106.9,22.9,2,"Seoul, South Korea",Sector 30,Copernicus_GLO-30_v2023,Institutional,B,GratedInlet,IMD,Low
4.72376,-74.159818,-3.0,,96.4,21.1,50,"Bogotá, Colombia",Ward F,Copernicus_EEA-10_v5,Residential,,Manhole,ERA5,High
-12.017529,-76.983358,31.07,,20.3,30.1,50,"Lima, Peru",Zone IV,Copernicus_GLO-30_v2023,Roads,B,GratedInlet,Blended,Low
-33.85822,151.097908,4.43,,314.1,26.3,5,"Sydney, Australia",Borough Delta,SRTM_3arc,Green,A,OpenChannel,ERA5,High
30.105616,-90.054217,8.17,4.15,,27.4,2,"New Orleans, USA",Borough Hillside,SRTM_1arc,Commercial,,OpenChannel,ERA5,Low
